Direktorat;id_direktorat;nama_kegiatan;kode_kegiatan;nama_rincian_output;kode_rincian_output;Komoditas;id_komoditas;Tahun;Provinsi;kode_prov;Kab/Kota;kode_kab;Kec;kode_kec;Desa;kode_desa;Nama Kelompok;Output;Satuan;id_satuan;Jumlah_Output;Target;Anggaran;Progres;;;nama_desa;kode_desa;;direktorat;id_direktorat;;kode_kegiatan;nama_kegiatan;nama_rincian_output;kode_rincian_output;jenis_output;;komoditas;id_komoditas;kode_komoditas;;satuan;id_satuan
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Kawasan Bawang Putih;1771.RAI.014;Bawang Putih;1;2026;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Timba Gading;5203152006;Gapoktan Milenial;Luas;Ha;1;13;;;Bantuan sudah diterima;;;Bunutin;5106022001;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Lawang;5203152002;Bangkit Bersama;Luas;Ha;1;12,3;;;Bantuan sudah diterima;;;Cempaga;5106021005;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Lawang;5203152002;Agro Benjor;Luas;Ha;1;12;;;Bantuan sudah diterima;;;Kawan;5106021004;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Bumbung;5203152001;Bumbung Hijau;Luas;Ha;1;12;;;Bantuan sudah diterima;;;Kayubihi;5106022007;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Bumbung;5203152001;Sumur Lembokek;Luas;Ha;1;12;;;Bantuan sudah diterima;;;Kubu;5106021006;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Bumbung;5203152001;Taman Bunga;Luas;Ha;1;12;;;Bantuan sudah diterima;;;Landih;5106022009;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Tengah;72;Poso;7202;Pamona Timur;720205;Kamba;7202052006;Lonce;Luas;Ha;1;12;;;Bantuan sudah diterima;;;Pengotan;5106022008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Kawasan Bawang Putih;1771.RAI.014;Bawang Putih;1;2026;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sajang;5203152003;Makmur Sejahtera;Luas;Ha;1;12;;;Bantuan sudah diterima;;;Tamanbali;5106022002;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Telukjambe Timur;321503;Sukaharja;3215032002;Karya Tani I;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Abangsongan;5106042020;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Tegalsari;3215292002;Karya Asih;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Abuan;5106042013;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Telukjambe Timur;321503;Wadas;3215032006;Sri Karya Wasiat;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Awan;5106042032;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Purwasari;3215292003;Harapan;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Bantang;5106042042;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Darawolong;3215292001;Karang Nugraha;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Banua;5106042012;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Darawolong;3215292001;Karang Sejahtera;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Batudinding;5106042022;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Darawolong;3215292001;Pedes;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Batukaang;5106042035;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Darawolong;3215292001;Suka Ati;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Batur Selatan;5106042026;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Darawolong;3215292001;Rongga Jaya;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Batur Tengah;5106042027;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Purwasari;321529;Darawolong;3215292001;Gonggo Jaya;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Batur Utara;5106042028;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Tirtamulya;321516;Kertawaluya;3215162008;Sri Rahayu;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Bayung Cerik;5106042008;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Tirtamulya;321516;Citarik;3215162001;Sri Subur;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Bayung Gede;5106042016;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Tirtamulya;321516;Citarik;3215162001;Sri Maju II;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Belancan;5106042010;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Cikampek;321513;Dawuan Barat;3215132011;Mekar Jaya;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Belandingan;5106042048;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Jagung Manis;6;2025;Jawa Barat;32;Karawang;3215;Cikampek;321513;Dawuan Timur;3215132001;Saluyu;Volume;Kilogram;3;11,6;;;Bantuan sudah diterima;;;Belanga;5106042034;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sajang;5203152003;Wisata Tani;Luas;Ha;1;11;;;Bantuan sudah diterima;;;Belantih;5106042036;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Kawasan Bawang Putih;1771.RAI.014;Bawang Putih;1;2026;Jawa Tengah;33;Wonosobo;3307;Kejajar;330713;Igirmranak;3307132016;Tunas Muda;Luas;Ha;1;11;;;Bantuan sudah diterima;;;Binyan;5106042002;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Timur;35;Magetan;3520;Plaosan;352007;Ngancar;3520072001;Gapoktan Maju Lestari;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Bonyoh;5106042014;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Jambu;3323172010;Lestari Makaryo;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Buahan;5106042019;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Timba Gading;5203152006;Subia Unggul;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Bunutin;5106042004;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Lawang;5203152002;Dasan Daya Hijau;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Catur;5106042037;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Nusa Tenggara Barat;52;Lombok Timur;5203;Sembalun;520315;Sembalun Lawang;5203152002;Tunas Muda;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Daup;5106042031;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Batursari;3323172012;Mitra Sumbing;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Dausa;5106042041;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Batursari;3323172012;Sumbing Makmur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Gunungbau;5106042033;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Batursari;3323172012;Bumi Sumbing Subur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Katung;5106042011;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Tegal;3328;Bojong;332803;Tuwel;3328032006;Kreatif;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Kedisan;5106042018;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Tegal;3328;Bojong;332803;Tuwel;3328032006;Bakti Tani;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Kintamani;5106042029;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Tegal;3328;Bojong;332803;Tuwel;3328032006;Budi Jaya Taruna Tani;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Kutuh;5106042044;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Tegal;3328;Bojong;332803;Rembul;3328032001;Tani Subur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Langgahan;5106042005;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Pekalongan;3326;Petungkriyono;332604;Tlogohendro;3326042003;Gunung Beser;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Lembean;5106042006;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Pekalongan;3326;Petungkriyono;332604;Tlogohendro;3326042003;Mangunan;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Mangguh;5106042009;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Kendal;3324;Sukorejo;332403;Bringinsari;3324032002;Kismo Mukti;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Manikliyu;5106042007;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Kendal;3324;Sukorejo;332403;Bringinsari;3324032002;Bringin Makmur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Mengani;5106042001;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Kendal;3324;Sukorejo;332403;Gentinggunung;3324032001;Wono Makmur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Pengejaran;5106042038;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Kendal;3324;Sukorejo;332403;Gentinggunung;3324032001;Sido Maju II;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Pinggan;5106042047;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Kruwisan;3323172011;Ma'Inah Berkarya;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Satra;5106042040;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Kruwisan;3323172011;Mekar Sari;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Sekaan;5106042015;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Kruwisan;3323172011;Sapta Mandiri;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Sekardadi;5106042017;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Kruwisan;3323172011;Sapta Mandiri 2;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Selulung;5106042039;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Kruwisan;3323172011;Tunas Harapan;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Serai;5106042030;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Jawa Timur;35;Malang;3507;Jabung;350717;Taji;3507172001;Kartika I;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Siakin;5106042046;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Jawa Timur;35;Malang;3507;Jabung;350717;Taji;3507172001;Kartika II;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Songan A;5106042024;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Wonosobo;3307;Watumalang;330710;Mutisari;3307102015;Wana Tani;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Songan B;5106042025;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Tlahab;3323172007;Daya Sindoro;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Subaya;5106042045;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Tlahab;3323172007;Sadewa;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Sukawana;5106042043;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Kendal;3324;Sukorejo;332403;Purwosari;3324032003;Argo Mulyo;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Suter;5106042021;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Alfata;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Terunyan;5106042023;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Jaya Mandiri;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Ulian;5106042003;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Margo Makmur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Abuan;5106012003;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Remaja;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Apuan;5106012001;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Sumber Makmur 3;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Demulih;5106012002;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Sumber Mulyo;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Pengiangan;5106012009;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Sumbing Makmur;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Penglumbaran;5106012006;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2026;Jawa Tengah;33;Temanggung;3323;Kledung;332317;Petarangan;3323172008;Usaha Maju;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Selat;5106012008;;;;;;;;;;;;;;;;
Direktorat Perbenihan;2;Perbenihan Hortikultura;4581;Benih Sebar Umbi/Rimpang Hortikultura;4581.RAI.010;Bawang Putih;1;2025;Sumatera Utara;12;Humbang Hasundutan;1216;Pollung;121602;Aek Nauli;1216022008;Institut Teknologi Del;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Sulahan;5106012005;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Barat;76;Polewali Mandar;7604;Bulo;760416;Karombang;7604162004;Buttu Along;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Susut;5106012004;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Utara;7322;Sabbang;732204;Tandung;7322042004;Pamesaran;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Tiga;5106012007;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Utara;7322;Sabbang;732204;Tandung;7322042004;Patondokan Bau;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Bangbang;5106032005;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Utara;7322;Sabbang Selatan;732215;Buangin;7322152001;Sinar Buangin;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Jehem;5106032001;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Tenggara;74;Kolaka;7401;Toari ;740124;Wonua Raya;7401242008;Alam Sejahtera;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Peninjoan;5106032006;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Tenggara;74;Kolaka;7401;Samaturu;740120;Lambolemo;7401202005;Paradigma Baru;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Tembuku;5106032002;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Timur;7324;Wotu;732406;Lera;7324062007;Bersatu;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Undisan;5106032004;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Timur;7324;Wotu;732406;Lera;7324062007;Harapan Kita;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Yangapi;5106032003;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Timur;7324;Towuti;732403;Matompi;7324032014;LPHD Puwesu;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Banjar;5108042013;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Utara;7322;Sukamaju;732206;Lampuawa;7322062001;Lestari;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Banjar Tegeha;5108042012;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Utara;7322;Rongkong;732205;Pengkendekan;7322052002;Kolam Indah;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Banyuatis;5108042004;;;;;;;;;;;;;;;;
Direktorat Buah dan Florikultura;5;Peningkatan Produksi Buah dan Florikultura;5886;Kawasan Durian;5886.RAI.012;Durian;5;2026;Sulawesi Selatan;73;Luwu Utara;7322;Sabbang;732204;Tullak Tallu;7322042008;Sipakainga;Luas;Ha;1;10;;;Bantuan sudah diterima;;;Banyuseri;5108042001;;;;;;;;;;;;;;;;
